2020-12-15 20:20:11 startup archives unpack
2020-12-15 20:20:11 install libssl1.1:amd64 <none> 1.1.1d-0+deb10u4
2020-12-15 20:20:11 status triggers-pending libc-bin:amd64 2.28-10
2020-12-15 20:20:11 status half-installed libssl1.1:amd64 1.1.1d-0+deb10u4
2020-12-15 20:20:11 status unpacked libssl1.1:amd64 1.1.1d-0+deb10u4
2020-12-15 20:20:12 install readline-common:all <none> 7.0-5
2020-12-15 20:20:12 status half-installed readline-common:all 7.0-5
2020-12-15 20:20:12 status unpacked readline-common:all 7.0-5
2020-12-15 20:20:12 install openssl:amd64 <none> 1.1.1d-0+deb10u4
2020-12-15 20:20:12 status half-installed openssl:amd64 1.1.1d-0+deb10u4
2020-12-15 20:20:12 status unpacked openssl:amd64 1.1.1d-0+deb10u4
2020-12-15 20:20:12 install ca-certificates:all <none> 20200601~deb10u1
2020-12-15 20:20:12 status half-installed ca-certificates:all 20200601~deb10u1
2020-12-15 20:20:12 status unpacked ca-certificates:all 20200601~deb10u1
2020-12-15 20:20:12 install libkeyutils1:amd64 <none> 1.6-6
2020-12-15 20:20:12 status half-installed libkeyutils1:amd64 1.6-6
2020-12-15 20:20:12 status unpacked libkeyutils1:amd64 1.6-6
2020-12-15 20:20:12 install libkrb5support0:amd64 <none> 1.17-3+deb10u1
2020-12-15 20:20:12 status half-installed libkrb5support0:amd64 1.17-3+deb10u1
2020-12-15 20:20:12 status unpacked libkrb5support0:amd64 1.17-3+deb10u1
2020-12-15 20:20:12 install libk5crypto3:amd64 <none> 1.17-3+deb10u1
2020-12-15 20:20:12 status half-installed libk5crypto3:amd64 1.17-3+deb10u1
2020-12-15 20:20:12 status unpacked libk5crypto3:amd64 1.17-3+deb10u1
2020-12-15 20:20:12 install libkrb5-3:amd64 <none> 1.17-3+deb10u1
2020-12-15 20:20:12 status half-installed libkrb5-3:amd64 1.17-3+deb10u1
2020-12-15 20:20:12 status unpacked libkrb5-3:amd64 1.17-3+deb10u1
2020-12-15 20:20:12 install libgssapi-krb5-2:amd64 <none> 1.17-3+deb10u1
2020-12-15 20:20:12 status half-installed libgssapi-krb5-2:amd64 1.17-3+deb10u1
2020-12-15 20:20:12 status unpacked libgssapi-krb5-2:amd64 1.17-3+deb10u1
2020-12-15 20:20:12 install libsasl2-modules-db:amd64 <none> 2.1.27+dfsg-1+deb10u1
2020-12-15 20:20:12 status half-installed libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2020-12-15 20:20:12 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2020-12-15 20:20:12 install libsasl2-2:amd64 <none> 2.1.27+dfsg-1+deb10u1
2020-12-15 20:20:12 status half-installed libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
2020-12-15 20:20:12 status unpacked libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
2020-12-15 20:20:12 install libldap-common:all <none> 2.4.47+dfsg-3+deb10u4
2020-12-15 20:20:12 status half-installed libldap-common:all 2.4.47+dfsg-3+deb10u4
2020-12-15 20:20:12 status unpacked libldap-common:all 2.4.47+dfsg-3+deb10u4
2020-12-15 20:20:12 install libldap-2.4-2:amd64 <none> 2.4.47+dfsg-3+deb10u4
2020-12-15 20:20:12 status half-installed libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u4
2020-12-15 20:20:12 status unpacked libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u4
2020-12-15 20:20:12 install libnghttp2-14:amd64 <none> 1.36.0-2+deb10u1
2020-12-15 20:20:12 status half-installed libnghttp2-14:amd64 1.36.0-2+deb10u1
2020-12-15 20:20:12 status unpacked libnghttp2-14:amd64 1.36.0-2+deb10u1
2020-12-15 20:20:12 install libpsl5:amd64 <none> 0.20.2-2
2020-12-15 20:20:12 status half-installed libpsl5:amd64 0.20.2-2
2020-12-15 20:20:12 status unpacked libpsl5:amd64 0.20.2-2
2020-12-15 20:20:12 install librtmp1:amd64 <none> 2.4+20151223.gitfa8646d.1-2
2020-12-15 20:20:12 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2020-12-15 20:20:12 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2020-12-15 20:20:12 install libssh2-1:amd64 <none> 1.8.0-2.1
2020-12-15 20:20:12 status half-installed libssh2-1:amd64 1.8.0-2.1
2020-12-15 20:20:12 status unpacked libssh2-1:amd64 1.8.0-2.1
2020-12-15 20:20:12 install libcurl3-gnutls:amd64 <none> 7.64.0-4+deb10u1
2020-12-15 20:20:12 status half-installed libcurl3-gnutls:amd64 7.64.0-4+deb10u1
2020-12-15 20:20:12 status unpacked libcurl3-gnutls:amd64 7.64.0-4+deb10u1
2020-12-15 20:20:12 install libreadline7:amd64 <none> 7.0-5
2020-12-15 20:20:12 status half-installed libreadline7:amd64 7.0-5
2020-12-15 20:20:12 status unpacked libreadline7:amd64 7.0-5
2020-12-15 20:20:12 install gnupg1:amd64 <none> 1.4.23-1
2020-12-15 20:20:12 status half-installed gnupg1:amd64 1.4.23-1
2020-12-15 20:20:12 status unpacked gnupg1:amd64 1.4.23-1
2020-12-15 20:20:12 startup packages configure
2020-12-15 20:20:12 configure libkeyutils1:amd64 1.6-6 <none>
2020-12-15 20:20:12 status unpacked libkeyutils1:amd64 1.6-6
2020-12-15 20:20:12 status half-configured libkeyutils1:amd64 1.6-6
2020-12-15 20:20:12 status installed libkeyutils1:amd64 1.6-6
2020-12-15 20:20:13 configure libpsl5:amd64 0.20.2-2 <none>
2020-12-15 20:20:13 status unpacked libpsl5:amd64 0.20.2-2
2020-12-15 20:20:13 status half-configured libpsl5:amd64 0.20.2-2
2020-12-15 20:20:13 status installed libpsl5:amd64 0.20.2-2
2020-12-15 20:20:13 configure libssl1.1:amd64 1.1.1d-0+deb10u4 <none>
2020-12-15 20:20:13 status unpacked libssl1.1:amd64 1.1.1d-0+deb10u4
2020-12-15 20:20:13 status half-configured libssl1.1:amd64 1.1.1d-0+deb10u4
2020-12-15 20:20:13 status installed libssl1.1:amd64 1.1.1d-0+deb10u4
2020-12-15 20:20:13 configure libnghttp2-14:amd64 1.36.0-2+deb10u1 <none>
2020-12-15 20:20:13 status unpacked libnghttp2-14:amd64 1.36.0-2+deb10u1
2020-12-15 20:20:13 status half-configured libnghttp2-14:amd64 1.36.0-2+deb10u1
2020-12-15 20:20:13 status installed libnghttp2-14:amd64 1.36.0-2+deb10u1
2020-12-15 20:20:13 configure libldap-common:all 2.4.47+dfsg-3+deb10u4 <none>
2020-12-15 20:20:13 status unpacked libldap-common:all 2.4.47+dfsg-3+deb10u4
2020-12-15 20:20:13 status half-configured libldap-common:all 2.4.47+dfsg-3+deb10u4
2020-12-15 20:20:13 status installed libldap-common:all 2.4.47+dfsg-3+deb10u4
2020-12-15 20:20:13 configure libkrb5support0:amd64 1.17-3+deb10u1 <none>
2020-12-15 20:20:13 status unpacked libkrb5support0:amd64 1.17-3+deb10u1
2020-12-15 20:20:13 status half-configured libkrb5support0:amd64 1.17-3+deb10u1
2020-12-15 20:20:13 status installed libkrb5support0:amd64 1.17-3+deb10u1
2020-12-15 20:20:13 configure libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1 <none>
2020-12-15 20:20:13 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2020-12-15 20:20:13 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2020-12-15 20:20:13 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u1
2020-12-15 20:20:13 configure librtmp1:amd64 2.4+20151223.gitfa8646d.1-2 <none>
2020-12-15 20:20:13 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2020-12-15 20:20:13 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2020-12-15 20:20:13 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2
2020-12-15 20:20:13 configure libk5crypto3:amd64 1.17-3+deb10u1 <none>
2020-12-15 20:20:13 status unpacked libk5crypto3:amd64 1.17-3+deb10u1
2020-12-15 20:20:13 status half-configured libk5crypto3:amd64 1.17-3+deb10u1
2020-12-15 20:20:13 status installed libk5crypto3:amd64 1.17-3+deb10u1
2020-12-15 20:20:13 configure libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1 <none>
2020-12-15 20:20:13 status unpacked libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
2020-12-15 20:20:13 status half-configured libsasl2-2:amd64 2.1.27+dfsg-1+deb10u1
